name,customer,supplier,phone,fax,street
"RAQUEL",False,True,"860 8280","860 8275","CALLE AMARGURA ESQ. A SAN IGNACIO, HABANA VIEJA"
"RIO MIEL",False,True,"","",""
"RIU PLAYA TURQUESA",False,True,"024 430 540","024 435 545","CARRETERA GUARDALAVACA, PLAYA YURAGUANAL, RAFAEL FREYRE"
"RIU VARADERO",False,True,"","",""
"ROC ARENAS DORADAS",False,True,"045 66 8150-56","045 66 8158","AUTOPISTA VARADERO KM. 12, VARADERO"
"ROC BARLOVENTO",False,True,"045 66 7140","045 66 7218","AVE 1RA E/ 9 Y 12, VARADERO"
"ROC PRESIDENTE",False,True,"838 1801/ 04","833 3753","CALLE CALZADA ESQ. AVENIDA DE LOS PRESIDENTES, VEDADO"
"ROYAL HICACOS",False,True,"045 66 8844","045 66 8851","CARRETERA LAS MORLAS, KM 15, VARADERO. MATANZAS"
"ROYALTON",False,True,"023 42 2290/24","023 42 4792","ANTONIO MACEO NO. 53 E/ GENERAL GARCIA Y JOSE PALMA, BAYAMO"
"ROYALTON CAYO SANTA MARIA",False,True,"042 35 0900","",""
"SAINT JOHN'S",False,True,"833 3740","833 3561","CALLE O E/ 23 Y 25, VEDADO"
"SAN ALEJANDRO",False,True,"","","AVENIDA 31 E/ 76 Y 78, MARIANAO. LA HABANA"
"SAN BASILIO",False,True,"022 65 1702/ 1687","022 65 6039","CALLE SAN BASILIO NO. 403 E/ CALVARIO Y CARNICERIA, SANTIAGO DE CUBA"
"SAN JUAN",False,True,"022 68 7200/01","022 68 7017","CARRETERA DE SIBONEY, KM. 1 1/2, SANTIAGO DE CUBA"
"SANTA CLARA LIBRE",False,True,"042 20 7548-50","042 20 2771","PARQUE LEONCIO VIDAL NO. 6 E/ TRISTA Y PADRE CHAO, SANTA CLARA"
"SANTA ISABEL",False,True,"860 8201","860 8391","CALLE BARATILLO, NO.9, E/ OBISPO Y NARCISO LOPEZ, HABANA VIEJA."
"SANTIAGO HABANA",False,True,"033 22 5703 / 47","","HONORATO DEL CASTILLO ESQ. A CARRETERA CENTRAL, CIEGO DE AVILA"
"SARATOGA",False,True,"868 1000","","PRADO NO. 603, HABANA VIEJA. LA HABANA"
"SIERRA MAESTRA",False,True,"023 42 7270","023 48 1798","CARRET CENTRAL KM 1 1/2, BAYAMO"
"SOL CAYO COCO",False,True,"033 30 1280","033 30 1285","CAYO COCO, JARDINES DEL REY"
"SOL CAYO GUILLERMO",False,True,"033 30 1760","033 30 1748","CAYO GUILLERMO, JARDINES DEL REY"
"SOL CAYO LARGO",False,True,"045 248 260","045 248 265","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"SOL CAYO SANTA MARIA",False,True,"042 35 1500","042 35 1505/20","CAYO SANTA MARIA, NORTE CAIBARIEN"
"SOL PALMERAS",False,True,"045 66 7009","045 66 7008","AUTOPISTA SUR KM 8, VARADERO"
"SOL PELICANO",False,True,"045 248 333-36","045 248 167","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"SOL RIO DE LUNA Y MARES",False,True,"024 430 030/060","24 430 065","PLAYA ESMERALDA (ESTERO CIEGO), CARRET GUARDALAVACA, RAFAEL FREYRE"
"SOL SIRENAS - CORAL",False,True,"045 66 8070/7240","045 66 8075/7194","AVENIDE DE LAS AMERICAS Y CALLE K, REPARTO LA TORRE, VARADERO"
"SOTAVENTO",False,True,"045 66 7133","46 66 7229","CALLE 13 E/ AVE 1RA Y CAMINO DEL MAR, VARADERO"
"SUNBEACH",False,True,"045 66 7490","045 66 4998","CALLE 17 E/ AVE 1RA Y 3RA, VARADERO"
"TARARACO",False,True,"","",""
"TEJADILLO",False,True,"863 7283","863 8830","CALLE TEJADILLO, NO.12, ESQ. A SAN IGNACIO, HABANA VIEJA"
"TELEGRAFO",False,True,"861 1010/ 2242","861 4741","PRADO, NO.408 ESQ A NEPTUNO, HABANA VIEJA"
"TERRAL",False,True,"","","MALECON, CENTRO HABANA. LA HABANA"
"TROPICOCO",False,True,"797 1371/ 76","797 1389","AVENIDA BANDERAS Y LAS TERRAZAS, SANTA MARIA DEL MAR"
"TRYP CAYO COCO",False,True,"033 30 1300","033 30 1386","CAYO COCO, JARDINES DEL REY"
"TRYP HABANA LIBRE",False,True,"838 4011","834 6365","CALLE L E/ 23 Y 25, VEDADO"
"TULIPAN",False,True,"","",""
"BE LIVE TURQUESA",False,True,"045 66 8471","045 66 8496","CARRETERA LAS MORLAS KM. 12 1/2, VARADERO"
"TUXPAN",False,True,"045 66 7560","045 66 7561","CARRETERA DE LAS AMRICAS KM 2, VARADERO. MATANZA"
"VARAZUL",False,True,"045 66 7132","045 66 7229","AVE 1RA Y CALLE 13, VARADERO"
"VEDADO",False,True,"836 4072","833 4186","CALLE O NO. 244, VEDADO"
"VELASCO",False,True,"045 25 3880-84","","CALLE CONTRERAS E/ SANTA TERESA Y AYUNTAMIENTO, MATANZAS"
"VERSALLES",False,True,"022 69 1016/ 70","022 68 6039","ALTURAS DE VERSALLES, KM 1 , SANTIAGO DE CUB"
"VICTORIA",False,True,"833 3510/ 3625","833 3109","CALLE 19 ESQ. A M, VEDADO"
"VILLA AGUAS CLARAS",False,True,"048 77 8426-27","","CARRETERA A VINALES, KM. 7, PINAR DEL RIO"
"VILLA BACURANAO",False,True,"793 9241","765 6322","VIA BLANCA, KM. 15.5, BACURANAO. CIUDAD DE LA HABANA"
"VILLA BAYAMO",False,True,"023 42 3102","023 42 4485","CARRETERA MANZANILLO KM 5 1/2, VA MANZANILLO BAYAM"
"VILLA CABURNI",False,True,"042 54 0180/0335","042 54 0117","TOPES DE COLLANTES, SANCTI SPIRITUS"
"VILLA CAYO SAETIA",False,True,"024 496 900/01","024 496 903","CAYO SAETIA, MAYARI"
"VILLA COJIMAR",False,True,"","",""
"VILLA CORAL",False,True,"045 248 111-18","045 248 201","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"VILLA CUBA",False,True,"045 66 8280","045 66 8282","AVE DE LAS AMERICAS, REPARTO LA TORRE, VARADERO"
"VILLA EL SALTON",False,True,"022 56 6326","022 56 6492","CARRETERA FILE, TERCER FRENTE. SANTIAGO DE CUBA"
"VILLA EL YAREY",False,True,"023 42 7684","023 42 7973","CARRETERA LOMA, EL YAREY, JIGUANI"
"VILLA GAVIOTA CABO SAN ANTONIO",False,True,"048 75 0118","49 75 0119","CABO SAN ANTONIO, SANDINO"
"VILLA GAVIOTA CAYO COCO",False,True,"033 30 2180-85","033 30 2190","CAYO COCO, JARDINES DEL REY"
"VILLA GAVIOTA SANTIAGO DE CUBA",False,True,"022 64 1368/ 70","022 68 7166","AVENIDA MANDULEY, NO. 502, REPARTO VISTA ALEGRE, SANTIAGO DE CUBA"
"VILLA GUAJIMICO",False,True,"043 25 1204/05","44 25 1326","CARRETERA A TRINIDAD KM 42, CUMANAYAGUA"
"VILLA GUAMA",False,True,"045 91 9500 / 5662","","CARRETERA A PLAYA LARGA KM 19, LA BOCA, LAGUNA DEL TESORO, PENINSULA DE ZAPATA. MATANZAS"
"VILLA ISLA DE LA JUVENTUD",False,True,"046 32 3290","47 32 3657","CARRETERA AUTOPISTA, KM. 1 1/2, NUEVA GERONA"
"VILLA LA GRANJITA",False,True,"042 21 8190-91","042 21 8149","CARRETERA A MALEZAS, KM 2 , SANTA CLARA. VILLA CLAR"
"VILLA LA MAR",False,True,"045 61 3910","045 61 2508","AVE 3RA E/ 28 Y 30, VARADERO"
"VILLA LAGUNA GRANDE",False,True,"","","GRANJA SIMON BOLIVAR, SANDINO. PINAR DEL RIO"
"VILLA LAS BRUJAS",False,True,"042 35 0199","042 35 0599","CAYO LAS BRUJAS, NORTE CAIBARIEN. VILLA CLARA"
"VILLA LINDAMAR",False,True,"045 248 111-18","045 248 201","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"VILLA LOS PINOS",False,True,"797 1269/ 1361","797 1524/ 1005","AVENIDA DE LAS TERRAZAS, NO 21. SANTA MARIA DEL MAR. LA HABANA"
"VILLA MAGUANA",False,True,"021 45 164-66","021 45 223","CARRETERA A MOA, BARACOA. GUANTANAMO"
"VILLA MARINERA",False,True,"","","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"VILLA MEGANO",False,True,"797 1610","797 1624","KM 22 , SANTA MARIA DEL MAR, PLAYAS DEL ESTE. LA HABAN"
"VILLA PINARES DE MAYARI",False,True,"024 530 308","024 530 926","LA MENSURA, PINARES DE MAYARI"
"VILLA SAN JOSE DEL LAGO",False,True,"041 5 6108","041 5 6290","CARRETERA A MAYAJIGUA, YAGUAJAY, SANCTI SPIRITUS"
"VILLA SANTO DOMINGO",False,True,"023 59 5302","","CARRETERA LA PLATA, KM 16, SANTO DOMINGO"
"VILLA SOLEDAD",False,True,"045 248 111-18","045 248 201","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"VILLA SOROA",False,True,"048 52 3534/ 56","048 52 3861","CARRETERA A SOROA KM 8, CANDELARIA. ARTEMISA"
"VILLA TROPICO",False,True,"047 29 5205-07","047 29 5208","VIA BLANCA, KM 60, PLAYA JIBACOA. SANTA CRUZ DEL NORTE. MAYABEQUE"
"VILLA YAGUANABO",False,True,"042 54 1905","042 54 1921","CARRETERA A TRINIDAD KM 55, CIENFUEGOS"
"VILLAS MIRADOR DEL MAR",False,True,"797 1354-55","797 1262","CALLE 11 E/ 1RA Y 3RA, SANTA MARIA DEL MAR. LA HABANA"
"VILLAS TARARA",False,True,"796 1526-29","796 1735","CALLE 8 Y 1RA, VILLA ARMONIA, CIUDAD TARARA, LA HABANA DEL ESTE. LA HABANA"
"VILLA TORTUGA",False,True,"045 61 4747","045 66 7485","CALLE 7 E/ AVE KAWAMA Y PLAYA, VARADERO. MATANZAS"
"VUELTABAJO",False,True,"048 755363","","CALLE MARTI, NO 103. PINAR DEL RIO"
"XANADU MANSION",False,True,"","",""
"ZAZA",False,True,"041 2 5490","041 2 8359","FINCA SAN JOSE, KM 5 , LAGO ZAZA, SANCTI SPIRITU"
